-3.5e0 -3.5e0 2.839392e-4 2.839392e-4
-3.208334e0 -3.5e0 5.452115e-4 5.452115e-4
-2.9166681e0 -3.5e0 9.887848e-4 9.887848e-4
-2.6250021e0 -3.5e0 1.694704e-3 1.694704e-3
-2.3333362e0 -3.5e0 2.74454e-3 2.74454e-3
-2.0416702e0 -3.5e0 4.199701e-3 4.199701e-3
-1.7500043e0 -3.5e0 6.072198e-3 6.072198e-3
-1.4583383e0 -3.5e0 8.293921e-3 8.293921e-3
-1.1666724e0 -3.5e0 1.070605e-2 1.070605e-2
-8.750064e-1 -3.5e0 1.30555e-2 1.30555e-2
-5.833405e-1 -3.5e0 1.504607e-2 1.504607e-2
-2.916745e-1 -3.5e0 1.638081e-2 1.638081e-2
-8.5e-6 -3.5e0 1.68511e-2 1.68511e-2
2.916574e-1 -3.5e0 1.638081e-2 1.638081e-2
5.833234e-1 -3.5e0 1.504607e-2 1.504607e-2
8.749893e-1 -3.5e0 1.30555e-2 1.30555e-2
1.1666553e0 -3.5e0 1.070605e-2 1.070605e-2
1.4583212e0 -3.5e0 8.293921e-3 8.293921e-3
1.7499872e0 -3.5e0 6.072198e-3 6.072198e-3
2.0416531e0 -3.5e0 4.199701e-3 4.199701e-3
2.3333191e0 -3.5e0 2.744817e-3 2.744817e-3
2.624985e0 -3.5e0 1.694704e-3 1.694704e-3
2.916651e0 -3.5e0 9.887848e-4 9.887848e-4
3.208317e0 -3.5e0 5.452115e-4 5.452115e-4
3.4999829e0 -3.5e0 2.839963e-4 2.839963e-4

-3.5e0 -3.208334e0 5.452115e-4 5.452115e-4
-3.208334e0 -3.208334e0 1.046559e-3 1.046559e-3
-2.9166681e0 -3.208334e0 1.898218e-3 1.898218e-3
-2.6250021e0 -3.208334e0 3.253485e-3 3.253485e-3
-2.3333362e0 -3.208334e0 5.269386e-3 5.269386e-3
-2.0416702e0 -3.208334e0 8.06165e-3 8.06165e-3
-1.7500043e0 -3.208334e0 1.165584e-2 1.165584e-2
-1.4583383e0 -3.208334e0 1.592206e-2 1.592206e-2
-1.1666724e0 -3.208334e0 2.055327e-2 2.055327e-2
-8.750064e-1 -3.208334e0 2.506578e-2 2.506578e-2
-5.833405e-1 -3.208334e0 2.888228e-2 2.888228e-2
-2.916745e-1 -3.208334e0 3.144434e-2 3.144434e-2
-8.5e-6 -3.208334e0 3.234991e-2 3.234991e-2
2.916574e-1 -3.208334e0 3.144434e-2 3.144434e-2
5.833234e-1 -3.208334e0 2.888228e-2 2.888228e-2
8.749893e-1 -3.208334e0 2.506578e-2 2.506578e-2
1.1666553e0 -3.208334e0 2.055327e-2 2.055327e-2
1.4583212e0 -3.208334e0 1.592206e-2 1.592206e-2
1.7499872e0 -3.208334e0 1.165584e-2 1.165584e-2
2.0416531e0 -3.208334e0 8.06165e-3 8.06165e-3
2.3333191e0 -3.208334e0 5.269386e-3 5.269386e-3
2.624985e0 -3.208334e0 3.254108e-3 3.254108e-3
2.916651e0 -3.208334e0 1.898582e-3 1.898582e-3
3.208317e0 -3.208334e0 1.046559e-3 1.046559e-3
3.4999829e0 -3.208334e0 5.452115e-4 5.452115e-4

-3.5e0 -2.9166681e0 9.887848e-4 9.887848e-4
-3.208334e0 -2.9166681e0 1.898218e-3 1.898218e-3
-2.9166681e0 -2.9166681e0 3.443591e-3 3.443591e-3
-2.6250021e0 -2.9166681e0 5.902173e-3 5.902173e-3
-2.3333362e0 -2.9166681e0 9.557425e-3 9.557425e-3
-2.0416702e0 -2.9166681e0 1.462474e-2 1.462474e-2
-1.7500043e0 -2.9166681e0 2.114308e-2 2.114308e-2
-1.4583383e0 -2.9166681e0 2.888228e-2 2.888228e-2
-1.1666724e0 -2.9166681e0 3.727676e-2 3.727676e-2
-8.750064e-1 -2.9166681e0 4.546178e-2 4.546178e-2
-5.833405e-1 -2.9166681e0 5.238689e-2 5.238689e-2
-2.916745e-1 -2.9166681e0 5.703845e-2 5.703845e-2
-8.5e-6 -2.9166681e0 5.867865e-2 5.867865e-2
2.916574e-1 -2.9166681e0 5.703845e-2 5.703845e-2
5.833234e-1 -2.9166681e0 5.238689e-2 5.238689e-2
8.749893e-1 -2.9166681e0 4.546178e-2 4.546178e-2
1.1666553e0 -2.9166681e0 3.727745e-2 3.727745e-2
1.4583212e0 -2.9166681e0 2.888228e-2 2.888228e-2
1.7499872e0 -2.9166681e0 2.114308e-2 2.114308e-2
2.0416531e0 -2.9166681e0 1.462474e-2 1.462474e-2
2.3333191e0 -2.9166681e0 9.557425e-3 9.557425e-3
2.624985e0 -2.9166681e0 5.902173e-3 5.902173e-3
2.916651e0 -2.9166681e0 3.443591e-3 3.443591e-3
3.208317e0 -2.9166681e0 1.898582e-3 1.898582e-3
3.4999829e0 -2.9166681e0 9.887848e-4 9.887848e-4

-3.5e0 -2.6250021e0 1.694704e-3 1.694704e-3
-3.208334e0 -2.6250021e0 3.253485e-3 3.253485e-3
-2.9166681e0 -2.6250021e0 5.902173e-3 5.902173e-3
-2.6250021e0 -2.6250021e0 1.011491e-2 1.011491e-2
-2.3333362e0 -2.6250021e0 1.638081e-2 1.638081e-2
-2.0416702e0 -2.6250021e0 2.506578e-2 2.506578e-2
-1.7500043e0 -2.6250021e0 3.623491e-2 3.623491e-2
-1.4583383e0 -2.6250021e0 4.949855e-2 4.949855e-2
-1.1666724e0 -2.6250021e0 6.388913e-2 6.388913e-2
-8.750064e-1 -2.6250021e0 7.791747e-2 7.791747e-2
-5.833405e-1 -2.6250021e0 8.978647e-2 8.978647e-2
-2.916745e-1 -2.6250021e0 9.77591e-2 9.77591e-2
-8.5e-6 -2.6250021e0 1.0051e-1 1.0051e-1
2.916574e-1 -2.6250021e0 9.77591e-2 9.77591e-2
5.833234e-1 -2.6250021e0 8.978647e-2 8.978647e-2
8.749893e-1 -2.6250021e0 7.791747e-2 7.791747e-2
1.1666553e0 -2.6250021e0 6.388994e-2 6.388994e-2
1.4583212e0 -2.6250021e0 4.949934e-2 4.949934e-2
1.7499872e0 -2.6250021e0 3.623534e-2 3.623534e-2
2.0416531e0 -2.6250021e0 2.506578e-2 2.506578e-2
2.3333191e0 -2.6250021e0 1.638081e-2 1.638081e-2
2.624985e0 -2.6250021e0 1.011491e-2 1.011491e-2
2.916651e0 -2.6250021e0 5.902173e-3 5.902173e-3
3.208317e0 -2.6250021e0 3.254108e-3 3.254108e-3
3.4999829e0 -2.6250021e0 1.694704e-3 1.694704e-3

-3.5e0 -2.3333362e0 2.74454e-3 2.74454e-3
-3.208334e0 -2.3333362e0 5.269386e-3 5.269386e-3
-2.9166681e0 -2.3333362e0 9.557425e-3 9.557425e-3
-2.6250021e0 -2.3333362e0 1.638081e-2 1.638081e-2
-2.3333362e0 -2.3333362e0 2.652603e-2 2.652603e-2
-2.0416702e0 -2.3333362e0 4.058661e-2 4.058661e-2
-1.7500043e0 -2.3333362e0 5.867865e-2 5.867865e-2
-1.4583383e0 -2.3333362e0 8.01582e-2 8.01582e-2
-1.1666724e0 -2.3333362e0 1.0342e-1 1.0342e-1
-8.750064e-1 -2.3333362e0 1.2613e-1 1.2613e-1
-5.833405e-1 -2.3333362e0 1.4543e-1 1.4543e-1
-2.916745e-1 -2.3333362e0 1.5833e-1 1.5833e-1
-8.5e-6 -2.3333362e0 1.6283e-1 1.6283e-1
2.916574e-1 -2.3333362e0 1.5833e-1 1.5833e-1
5.833234e-1 -2.3333362e0 1.4543e-1 1.4543e-1
8.749893e-1 -2.3333362e0 1.2613e-1 1.2613e-1
1.1666553e0 -2.3333362e0 1.0342e-1 1.0342e-1
1.4583212e0 -2.3333362e0 8.015959e-2 8.015959e-2
1.7499872e0 -2.3333362e0 5.86798e-2 5.86798e-2
2.0416531e0 -2.3333362e0 4.058783e-2 4.058783e-2
2.3333191e0 -2.3333362e0 2.652603e-2 2.652603e-2
2.624985e0 -2.3333362e0 1.638081e-2 1.638081e-2
2.916651e0 -2.3333362e0 9.557425e-3 9.557425e-3
3.208317e0 -2.3333362e0 5.269386e-3 5.269386e-3
3.4999829e0 -2.3333362e0 2.744817e-3 2.744817e-3

-3.5e0 -2.0416702e0 4.199701e-3 4.199701e-3
-3.208334e0 -2.0416702e0 8.06165e-3 8.06165e-3
-2.9166681e0 -2.0416702e0 1.462474e-2 1.462474e-2
-2.6250021e0 -2.0416702e0 2.506578e-2 2.506578e-2
-2.3333362e0 -2.0416702e0 4.058661e-2 4.058661e-2
-2.0416702e0 -2.0416702e0 6.210313e-2 6.210313e-2
-1.7500043e0 -2.0416702e0 8.978584e-2 8.978584e-2
-1.4583383e0 -2.0416702e0 1.2262e-1 1.2262e-1
-1.1666724e0 -2.0416702e0 1.5833e-1 1.5833e-1
-8.750064e-1 -2.0416702e0 1.9304e-1 1.9304e-1
-5.833405e-1 -2.0416702e0 2.2244e-1 2.2244e-1
-2.916745e-1 -2.0416702e0 2.4225e-1 2.4225e-1
-8.5e-6 -2.0416702e0 2.4925e-1 2.4925e-1
2.916574e-1 -2.0416702e0 2.4225e-1 2.4225e-1
5.833234e-1 -2.0416702e0 2.2244e-1 2.2244e-1
8.749893e-1 -2.0416702e0 1.9304e-1 1.9304e-1
